url,title,year,month,film,season,platform,comment,
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,1UP,,Amazon Prime,"In this effort from Buzzfeed Studios, Vivian “V” Lee (Paris Berelc) is a competitive gamer on video game scholarship (?!) to Barrett University, where, frustrated by the overconfident men on her gaming team (?!) The Betas, she makes the bold choice to quit and start her own girl power squad, joined by her best friend Sloane (Hari Nef) and with a little help from coach Parker (Ruby Rose). Ruby Rose has a shaved head, a motorcycle jacket and a sassy young son in the trailer. (Fun fact: their role was originally cast with Elliot Page, who stepped back from the project after coming out as a trans man because the role was written as a queer woman character.)",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Anything’s Possible,,Amazon Prime,"Billy Porter’s exuberant LGBTQ+ rom-com follows Kelsa (newcomer Eva Reign), a confident Black trans high school student, through her senior year and her first big romance with her cutie classmate Khal. Amazon Prime describes it as a “romance that showcases the joy, tenderness, and pain of young love” and I am inclined to believe them in this instance!!!",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Paper Girls,1,Amazon Prime,"Paper Girls, based on the wildly popular critically acclaimed comic book series that debuted in 2015 (YES I OWN A COPY OF ISSUE #1), opens in 1988 when a group of 12-year-old girls discover a time machine on their paper route and are thrust into the future to confront their future selves (and in two cases, their queerness). I AM SO EXCITED 4 THIS TO HAPPEN",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Milk,,Hulu,"This biopic telling the story of the legendary gay rights activist and politician Harvey Milk has a queer female character, Anne Kronenberg, played by Allison Pill. I saw this film in the theater and cried like a baby!",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Killing Eve,4,Hulu,"The final season of Killing Eve had a very controversial ending, perhaps you heard??? Anyhow, Season Four also provided additional opportunities to witness the erotic cat-and-mouse game played by Eve and Villanelle set against the background of some international spy assassin government situation that nobody cares about anymore",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Not Okay,,Hulu,"Not Okay, written and directed by multi-talented queer Quinn Shephard, stars Zoey Deutch as Danni Sanders, an aspiring influencer who pretends to have lived through a Paris terrorist attack to earn a social media following. Shephard’s girlfriend, Nadia Alexander, is playing “Harper,” which I am confident is a gay character because if you’re in your girlfriend’s movie and the character is named Harper then surprise, you’re gay!",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,The Only,,Paramount+,This documentary about Black gay goalkeeper legend Briana Scurry honors her legacy and her impact on women’s sports and gives a glimpse at what she was silently enduring behind the scenes.,
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Fried Green Tomatoes,,Peacock,"This de-gayed adaptation of the Fannie Flagg novel Fried Green Tomatoes at the Whistle Stop Cafe is the story of iconic tomboy Idgie Threadgoode who develops a “close friendship” with her dead brother’s ex-girlfirend Ruth, who Idgie extracts from her abusive relationship and brings into a life together running the Whistle Stop Cafe.",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,A Simple Favor,,Peacock,"When I walked out of the theater after seeing A Simple Favor I declared it the most significant cinematic experience of my life and although I was being hyperbolic and I’m not even sure if it’s technically a good movie, I will defend it with my life!!!! Anyhow Blake Lively wears a 7-piece suit and is bisexual and Anna Kendrick is a mommy vlogger and there is a MYSTERY with lots of TWISTS!!!!",
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,High School Musical,3,Disney+,High School Musical: The Series is transporting the whole gang to Camp Shallow Lake for two weeks of fun in the sun and a big summer musical production of “Frozen.” Relevant to all of us here is that gay icon / former bowtie enthusiast JoJo Siwa will be joining the cast and is holding hands with a girl in the preview.,
july-2022-whats-new-and-gay-and-streaming-on-hbo-max-amazon-prime-video-netflix-hulu-disney-and-paramount,What’s New and Gay To Stream in July 2022,2022,7,Stranger Things,4,Netflix,"Stranger Things 4 is nearly twice the runtime of any previous season, which means that it had to be broken into two parts — the first dropped over Memorial Day Weekend, and the second part comes out over July 4th Weekend. We’ll see noted 80s teen lesbian Robin team up with the rest of the nerds of Hawkins to battle the Upside Down and hopefully make a little time for her band crush, Vickie, while she’s at it.",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Good Omens,2,Netflix,"Based on Terry Pratchett & Neil Gaiman’s novel, the second season of Good Omens goes beyond its source material by digging into the incredibly homoerotic alleged friendship between angel/book dealer Aziraphale (Michael Sheen) and fast-living demon Crowley (David Tennant). Technically as angels and demons these characters have no gender, and there is a lot of Discourse about the nature of their relationship. Maggie Service and Nina Sosanya return to the show in new (gay!) roles — Maggie Service playing record store owner Maggie and Nina Sosanya playing neighboring coffee shop owner Nina. When a picture debuted of Maggie and Nina on the Good Omens Instagram, calls of LET’S GO LESBIANS were heard all over the land",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,V for Vendetta ,,Max,"V for Vendetta is a dystopian political action film from the Wachowskis starring Natalie Portman. In 2006, A*terE*len’s Sarah Warn called it “One of the most pro-gay films ever.”",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Brandi Carlile: In the Canyon Haze – Live From Laurel Canyon,,Max,"Our beloved Brandi Carlile performs “lushly reimagined songs” from her album “In These Silent Days,” in this concert special, bringing “her signature flair to a showcase of her unparalleled vocal talents” and nodding “to the artists who shaped the singer-songwriter’s voice.”",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Last Call: When a Serial Killer Stalked Queer New York,0,Max,"This docuseries tells the story of a serial killer preying on gay men in the New York City amidst the AIDS crisis and hate crime surge of the early 1990s, when the “criminal justice system,” the police, and media undermined any potential investigation or action that would protect this marginalized populace. As you can imagine, lesbians are amongst the activists involved in the response to this ongoing terror.",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Harley Quinn,4,Max,"We don’t know much about the fourth season of this beloved animated series that follows the misadventures of Harley Quinn and her girlfriend Poison Ivy, but we know one thing: it’s happening",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Minx,2,Starz,"In Season Two of this delightful series formally housed at the network formally known as HBO Max, Minx is taking off and raking it in — Doug and Joyce sell Bottom Dollar, Joyce gets famous, and, as per Collider, “the misfits of Bottom Dollar find themselves thrust into the mainstream” at which point they “are confronted with introspection and start questioning their evolving identities and true desires amidst this newfound triumph.” In the trailer, Bambi and Shelly make out and also after doing some work Bambi says to Shelly, “I think that’s it, should we have sex now?” and well, I can’t wait!",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Wild Things,,Hulu,This movie in which Neve Campbell and Diane Richards make out in a swimming pool is terrible and iconic,
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Chloe,,Hulu,"This erotic thriller finds Julianne Moore hiring a sex worker played by Amanda Seyfried to test her husband’s fidelity but then stuff happens between Julianne Moore and Amanda Seyfried, obviously.",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,Death on the Nile,,Hulu,"This adaptation of Agatha Christie’s classic novel finds Hercule Poirot aboard a Karnak traversing the river Nile, attempting to solve some murders! Unlike the original novel, this version features Mrs. Bowers and Marie Van Schuyler as members of a secret lesbian relationship with each other",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,What We Do in the Shadows,5,Hulu,"According to Out Magazine, Season Four highlighted “its characters’ queerness in new and delightful ways.” Pansexual Nadja of Antipaxos will be recovering from the effects of a previously undiagnosed supernatural hex and reconnecting with a family from the Old Country.",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,A Little White Lie,,Hulu,"Kate Hudson stars as an English professor organizing a literary conference in this indie comedy about a middle-aged nobody man who ends up as a featured guest at said literary conference after accepting an invite that clearly confused him with a reclusive novelist who shares his name. Aja Naomi King plays lesbian poet Blythe Brown, who clashes with said man early in the conference.",
july-2023-gay-streaming,July 2023: What’s New and Gay To Stream,2023,7,The Donor Party,,Hulu,"Fresh out of a messy divorce and unfruitful online dating experiments, recently single Jaclyn has decided to get pregnant and live her dream of being a Mom by any means necessary, enlisting her friends to pull off “the ultimate sperm heist.” Her friend Molly invites “three good prospects” for Jaclyn to seduce to a birthday party for her husband Geoff. According to Movieweb, “naughtiness abounds” when “Amandine (Bria Henderson), a lesbian with eyes on Geoff’s sister, encourages Jaclyn to get down and dirty.”",
